"title","link","text","date","Source"
"北京觀禮 林鄭傍晚趕返港坐鎮","/news/story/7331/4077746","首場社區對話上，民眾要求成立獨立調查委員會，但特首林鄭月娥（中）拒絕。 （歐新社）分享  facebook   
香港特首林鄭月娥率兩百四十人觀禮團抵北京，出席中共建政七十周年活動。以港府官員、建制派成員、商界為主體的香港代表團，獲安排住東長安街的東方君悅大酒店，酒店保安嚴密。
據港府公布，林鄭月娥擔任團長，中聯辦主任王志民擔任顧問，成員則包括多界別，港府官員主要有律政司長鄭若驊、政制及內地事務局長聶德權等；法律界有香港終審法院現任首席法官馬道立、前任首席法官李國能等； 商界有剛捐地的新世界執行副主席鄭志剛、李嘉誠長子長江實業暨長江和記主席李澤鉅等。
其餘成員，主要有行政會議成員、建制派立法會議員、港區全國人大代表和全國政協委員、部份大學校長等，特別安派的有十名香港警察代表。
香港團下榻位於王府井路的東方君悅大酒店，酒店保安嚴密，外圍封閉，酒店內地下購物商場關閉，多個通往酒店的路口都由武警把守，有警車停泊在酒店後門戒備。香港團午間抵達後，傍晚出席由大陸國家主席習近平主持的「國慶」招待會，十月一日上午在天安門城樓下的觀禮台觀看閱兵和遊行。
林鄭月娥十月一日觀禮後，不參加其餘活動，傍晚即經深圳返回香港。在她離港期間，政務司長張建宗署理行政長官職務。
",2019-10-01,"udn"
"中國外交轉向 打造「世界強國」","/news/story/7331/4079240","

數月來，中國一直在為這個大日子做准備：10月1日的國慶日。今年中國慶祝中華人民共和國成立70周年，盛大的閱兵式也是慶祝活動的一部分。中國領導層借此展示其軍力以及參與國際事務的意願。在過去幾年間，中國的外交策略出現轉折。


 ""中華民族的偉大復興""-這是中國國家主席習近平為其政治綱領選擇的激情標語。紀念中國成立70周年的官方展覽反復提及""復興""的道路。這條道路與中國的全球崛起及其地緣戰略雄心緊密相關。


不同於其前任，習近平不再采取謙卑的外交手法。中國的外交政策幾年來已改變了方向，不想再像過去幾十年間默默無聞。這個昔日的強大帝國將重返它在國際社會中原有的位子--這是中國領導層的思路。


習近平在中共十九大上清楚表示：毛澤東時代讓中國人""站起來""，鄧小平時代讓中國""富起來""，而今新時代的中國將""強起來""。不僅是在國家範圍內，而且是在國際舞台上。中國目標明確地在擴大對國際組織的影響力，包括世界銀行、國際貨幣基金組織和聯合國。中國是聯合國藍盔部隊最大的出兵國之一，另一方面卻遏制著反對侵害人權的抗議聲。


很長一段時間以來，中國遲疑著不願擔任全球領導者的角色，如今北京認為時機已然到來。這也是中國問題專家韓磊（Paul Haenle）的觀察結果。韓磊曾是美國兩任總統布什及奧巴馬的政府顧問，也曾供職於美國國家安全委員會，主管中國事務。2010年韓磊在北京清華大學內成立了清華-卡內基全球政策中心，目前任該中心主任。


韓磊表示，對中國領導層而言，只在自己的領地中活動已不夠。為了讓中國經濟得以繼續<U+53D1>展並不斷向前，北京需要具有全球視野的政治手段。


因此，""一帶一路""也是中國領導層最鐘愛的項目，如今已然是中國外交政策及地緣政治戰略的核心。這一新絲綢之路是自二戰後馬歇爾計劃以來最大的全球經濟和投資項目，目標是在亞洲、非洲和歐洲之間創建一個龐大的新貿易網絡。


中國積極建設道路、高速鐵路路線、港口和其它基礎設施。習近平在2013年首次提及""一帶一路""政策的計劃。為了在政治上推動這個項目並激起全球的興趣，習近平兩次邀請各方前往北京參與一帶一路峰會。


從巴基斯坦、斯裡蘭卡、哈薩克斯坦、馬來西亞到黑山、意大利：中國將超過125個國家納入了新絲綢之路中。這個項目的觸角已經延伸至各大洲。其中的許多投資也將使相關國家受益，但中國仍是最主要的獲益方。


根據一份美國研究報告，新絲綢之路沿線迄今高達90%的項目是承包給中國企業，獲利者主要為實施基礎建設項目的中國建築、鋼鐵和運輸公司。德國政府等批評方指責其中缺乏具約束力的規則、公平招標和透明度，中國特色的全球化正在逼近。


為項目提供資金的基本上是中國國有銀行。批評者警告，中國可能通過貸款將已經貧窮的國家誘入債務陷阱中。這些國家通過借貸來籌措資金，或將面臨無法還款的危機。


習近平的中國重生夢還包括實現國家整體性。今年年初，習近平在一次演說中再次強調：與台灣統一依舊是中國的官方目標。習近平表示，""祖國必須統一，也必然統一""。他更指出，兩岸統一是""新時代中華民族偉大復興的必然要求""。習近平還威脅在必要情況下武力統一台灣。


在中共成立70周年後，中國作為國際政策參與者的信心將繼續提升。這對西方國家也將造成影響。中國比以往任何時候都更具信心地為其制度進行辯論。無論是美國、英國或歐盟，中國官媒越<U+53D1>頻繁地以其它國家的政治和社會<U+53D1>展為論據，宣揚中國制度的卓越性。專制和控制再加上生機勃勃的成功經濟-這是中國之路，也""理當""成為其它國家的借鏡。建政70周年，中國正投身於打造""世界強國""的項目中。
【 本文章由德國之聲授權提供】",2019-10-01,"udn"
"中共大閱兵胡錦濤白髮現身 東方紅重響天安門","/news/story/7331/4078947","中共今天在北京為建政70週年舉行大規模閱兵及遊行。上億中國觀眾除了看到眾多武器，也意外見到一頭白髮蒼老許多的前總書記胡錦濤，並聽到中老年人心頭為之一怦的「東方紅」。
中共建政以來連同今天，在北京天安門前舉行過16場閱兵式。而這也是中共總書記習近平2012年11月上任以來，舉行陸上、海上等各種形式的第5次閱兵。中國官方先前表示，這次閱兵是「近幾次閱兵中規模最大的一次」。
習近平在閱兵開始前表講話，提出前進征程上的「五個堅持」，包括「堅持中國共產黨領導、堅持人民主體地位、堅持中國特色社會主義道路」，以及「堅持『和平統一、一國兩制』方針」、「堅持和平發展道路」。
其中，習近平在提到「堅持『和平統一、一國兩制』方針」時說，要保持香港、澳門長期繁榮穩定，推動海峽兩岸關係和平發展，團結全體中華兒女，「繼續為實現祖國完全統一而奮鬥」。此為他對中國涉台、涉港議題的最新一次表態。
在天安門城樓上，昨晚慶祝中共建政70週年晚宴中缺席的前總書記江澤民、胡錦濤，今天一同現身觀禮。但讓眾多中國民眾驚呼的，並不是坐著輪椅出席的江澤民，而是滿頭白髮，容貌與神情顯得蒼老憔悴的胡錦濤，網路上更是議論紛紛。
根據官方資料，今天的閱兵共出動官兵1.5萬名及民眾10萬多人參加。其中，諸如維和部隊、文職人員、院校科研人員方隊，以及以「陸軍」名義組成的方隊，都是首度亮相。
至於裝備，諸如全球矚目的洲際彈道飛彈東風41及東風17、長劍100、巨浪2等飛彈，以及轟6N長程戰略轟炸機、數款無人機，以及15式輕型坦克，則是在這次閱兵中首度亮相的武器。
緊跟在受閱部隊後的群眾遊行，則是另一焦點。其中，中共第1至5代領導人毛澤東、鄧小平、江澤民、胡錦濤、習近平的巨幅畫像依序登場，並搭配5人所處的時代歌曲、服裝及道具作為意象。
雖然群眾遊行是官方營造的軟性氣氛，但當毛澤東畫像出場時，後方的「堅持毛澤東思想」大字標語及現場重新響起的「東方紅」音樂，現場部分中老年觀眾雖也跟著哼唱，但部分電視前的中國中老年觀眾，卻也頓時與文革時代的情景產生連結。
此外，在以各省區為主題的花車遊行中，官方也刻意在壓軸安排了一輛「台灣」花車，造型是台灣廟宇的屋頂，以及寺廟中常見的神明造型人物。",2019-10-01,"udn"
"中共建政七十年 習近平：堅持一國兩制","/news/story/7331/4078567","中國國家主席習近平（中）主持建國70周年閱兵，兩邊分別是前國家主席胡錦濤（左）和江澤民（右）。 歐新社分享  facebook   
大陸國家主席習近平今天上午十時在慶祝「建政七十周年」紀念大會上表示，要推動海峽兩岸和平發展，團結海內外中華兒女繼續為國家統一而奮鬥。要在一國兩制下，繼續保持香港、澳門長期繁榮穩定。
中共前領導人江澤民、胡錦濤今天均出席大會，分別站在習近平的左右手邊，但胡錦濤頭髮已白，身體微傾，狀況似大不如前。習近平致詞完後隨即檢閱部隊舉行閱兵式。
習近平在大會上發表講話指出，70年前的今天，毛澤東在這裡向世界莊嚴宣告了中華人民共和國的成立，中國人民從此站起來了。這一偉大事件，徹底改變了近代以後100多年中國積貧積弱、受人欺凌的悲慘命運，中華民族走上了實現偉大復興的壯闊道路。
他表示，要堅持中國共產黨領導，堅持人民主體地位，堅持中國特色社會主義道路，全面貫徹執行中共的基本理論、基本路線、基本方略，不斷滿足人民對美好生活的嚮往，不斷創造新的歷史偉業。
談到兩岸，習近平說，要堅持「和平統一、一國兩制」的方針，保持香港、澳門長期繁榮穩定，推動海峽兩岸關係和平發展，團結全體中華兒女，繼續為實現「祖國完全統一」而奮鬥。
對外關係上，習近平說，要堅持和平發展道路，奉行互利共贏的開放戰略，繼續與世界各國人民一道推動共建人類命運共同體。
他表示，中國人民解放軍和人民武裝警察部隊要永保人民軍隊性質、宗旨、本色，「堅決維護國家主權、安全、發展利益」，堅決維護世界和平。
",2019-10-01,"udn"
"習近平：堅持和統與一國兩制 為完全統一奮鬥","/news/story/7331/4078201","中共總書記習近平今天在建政70週年閱兵式上說，要堅持「和平統一、一國兩制」方針，保持港澳長期繁榮穩定，推動海峽兩岸關係和平發展，「繼續為實現祖國完全統一而奮鬥」。
中共今天上午10時起在北京舉行建政70週年閱兵式，習近平在閱兵開始前發表講話，並作上述表示。
習近平在提及涉台、涉港澳的講話中說，「在前進征程上，我們要堅持『和平統一、一國兩制』的方針，保持香港、澳門長期繁榮穩定，推動海峽兩岸關係和平發展，團結全體中華兒女，繼續為實現祖國完全統一而奮鬥」。",2019-10-01,"udn"
"中共東風-41洲際導彈 首度亮相","/news/story/7331/4078574","中共東風—41洲際戰略核導彈首度亮相。 路透分享  facebook   
今天是中共建政70周年，北京天安門廣場舉行慶祝大會，會後中共總書記習近平開始檢閱部隊，進行閱兵儀式。今次受<U+95B2>人員達1.5萬人、160多架戰鬥機及580輛坦克和其他武器，為近年規模最大。其中不少新型武器首次亮相，最受關注的是東風-41洲際導彈，最大射程達1萬4000公里。
這次受閱的裝備方隊共32個，分為陸上作戰、海上作戰、防空反導、信息作戰、無人作戰、後裝保障、戰略打擊等7個模塊，按照聯合作戰編成接受檢閱。今天受閱的裝備全部為中國製造，40%為首次亮相。
其中首次公開的東風17超音速導彈，射程達2500公里，約僅需10分鐘即可到達第一島鏈外延海域，攻擊島鏈的陸上目標和海上大型軍艦。
巨浪二型潛射洲際導彈亦是首次公開，是大陸第二代洲際潛射彈道飛彈，設計為三段固體燃料推進火箭。最大射程，基本型為7400公里，未來改進型可能增加到1萬至1.2萬公里，並可攜帶1至3個核彈頭。
最受關注的是東風-41洲際導彈，是大陸研製三級固體燃料機動型洲際彈道導彈，可攜帶大約10枚分導式多彈頭，最大射程約1萬4000公里，超過美國LGM-30民兵飛彈的1萬3000公里。從大陸發射，幾乎可打擊地球上任何目標。
",2019-10-01,"udn"
"台灣譴責中共專制 絕不接受一國兩制","/news/story/7331/4079514","
在9月30日慶祝中華人民共和國成立70周年招待會上，習近平強調中國要繼續全面准確貫徹""一國兩制""，""港人治港""、""澳人治澳""、高度自治的方針。他還表示，""我們要堅持一個中國原則和'九二共識'，推動兩岸關系和平<U+53D1>展，深化兩岸經濟文化交流合作，造福兩岸同胞。實現祖國完全統一，是大勢所趨、大義所在、民心所向，是任何人任何勢力都無法阻擋的。""


 在10月1日閱兵前的講話中，習近平再次強調， ""在前進征程上，我們要堅持'和平統一，一國兩制'的方針，保持香港，澳門長期繁榮穩定，推動海峽兩岸關系和平<U+53D1>展，團結全體中華兒女，繼續為實現祖國完全統一而奮斗。""


針對習近平的表態，台灣陸委會<U+53D1>布新聞稿稱，""中華民國作為主權國家迄今108年，並在台灣實踐民主體制，繁榮<U+53D1>展。中共當局必須認識國際現實，台灣從來不是其共和國成立以來任何時刻的一部分，「一國兩制」不是兩岸關系的處理方案，更不適用台灣，台灣絕不會接受。""


作為台灣統籌處理海峽兩岸事務專責行政機構。陸委會在新聞稿中還表示，""中國共產黨堅持一黨專政70年，治理理念違反民主，自由與人權價值，造成中國大陸<U+53D1>展風險與挑戰；其高呼團結斗爭，偉大復興與統一，只是軍事擴張的借口，嚴重威脅區域和平及世界民主文明。台灣民主化已超過30多年，奉勸對岸在此時機反躬自省，及早推動民主政治改革，還政於民。中國大陸的生存<U+53D1>展命脈「非系於一人一黨，切勿再走回當年錯誤決策的歷史悲劇，才能真正為人民謀幸福。""


新聞稿最後，陸委會指出，""正告北京當局，我政府堅定捍衛中華民國主權與台灣民主的決心絕不動搖，欺凌威逼台灣接受其主張將永不可能實現。""


據路透社報道，台灣總統蔡英文本周二向記者表示，""我們是一個民主自由的國家，我們將支持世界上追求民主自由的任何人。同樣，任何統治者都應該認真聽取人民追求自由民主的要求，尊重人民的意志。""


香港掀起反送中運動之初，蔡英文就於6月13日<U+53D1>表講話，稱""台灣作為亞洲民主堡壘""，""會永遠支持港人追求民主自由的普世價值""。她還表示，香港的情勢給台灣的人民最深的感受就是'一國兩制'是不可行的，""尤其是對民主化的台灣，'一國兩制'是不可能被接受的。香港的抗爭讓台灣人民更加珍惜我們現在擁有的民主的制度跟方式。""


8月中旬，蔡英文稱，香港的例子已完全證實民主於獨裁勢不兩立，台灣堅拒恐嚇，會繼續擁護自由民主價值。她還表示，台灣作為民主陣營的一員，堅決支持香港人追求民主自由，""但我們不會干涉""。之前，中國國台辦<U+53D1>言人馬曉光曾警告民進黨當局停止插手香港事務，不得以任何方式縱容犯罪份子。9月初，蔡英文又表示，只要她當總統一定會""守護我們的主權""，""守護台灣的民主自由生活方式""。


樂然（綜合報道）
【 本文章由德國之聲授權提供】",2019-10-01,"udn"
"北京瞭望／國慶行情演化為四中機會","/news/story/7331/4077885","9月最後一天，中國經濟乃至政治、軍事、外交等等，全部圍繞唯一大事，就是中共建政70周年。圍繞這一大事，除了看天安門的閱兵之外，還要看經濟層面有沒有「國慶行情」出現，但等到最後一天都可能等不到，那就要看另一說法，即「四中機會」了。
中國的70年大慶北京的安保弄得超級緊張，而在經濟層面，更是一早開始維穩，因應近三個月來的經濟轉頭下行，穩經濟又成為主要工作，其具體表現為穩就業和穩物價，其中穩物價主要跟豬肉價格的狂漲有關，令大陸國務院要召開專門常務會議部署，要責成主管副總理來負責。但在這經濟的雙穩之外，還有財經圈盼望的一動，那就是「國慶行情」，也就是說希望一直低沉的中國股市，能藉國慶題材，賺上一筆。
9月以來不少中國經濟學者都在說「國慶行情」，他們認定今年是70周年大慶，一方面主管當局要求造勢利好，一方面市場人士會借題發揮，這種上下一心的局面，就會烘托股市向上，在其他領域，也會有造好之勢。
但到現在9月最後一天，看來前「國慶行情」不會出現，由於10月1日開始又是黃金周長假期，有人盼望這個行情，能在長假期後出現，解釋理由是節前維穩，阻礙了行情的演化，反而在節前沒動作，節後可能有機會。
但這個機會，也許變成了「四中機會」，因為十一慶典之後，下一件政治大事隨之而來，那是被認為遲遲未開的中共第19屆四中全會，終於在十一後要在北京召開。
中共中央全會有一套固定模式，包括一屆的每一次全會主題，四中全會一定要找個重大議題來解決，今次四中全會，已定下是要「研究堅持和完善中國特色社會主義制度、推進國家治理體系和治理能力現代化若干重大問題」。
按照這一主題，四中全會又能看出一個「四中機會」呢？社會制度、國家治理體系和治理能力，看上去都是「上層建築」，只能反作用於「經濟基礎」，而反作用是後來的，不見得能顯現出機會來。
但中共的中央全會，不管是什麼時間、什麼主題，每一次開會必定還有一個節目，那就是中共中央政治局要向全會報告工作，而全會又要據這一工作報告，對過去一段工作作出總結，對內外大勢還要作出分析評判。這就是「四中機會」之所在。
中國當前面臨的最大問題有兩個，一是外部的動盪，主要是中美貿易戰為名的中美衝突，一是中國經濟的轉頭下行，這轉頭的意思，是說第2季經濟還有上揚之勢，但到7月數據又都變得不那麼好看了，整個第3季經濟可能都問題重重。而在經濟下行中，就一定會有風險釋放。
在這個視角上，一方面要看到在中共第19屆四中全會前，執政當局會全力以赴，去化解問題，比如就業問題、物價問題等等。但不見得四中全會前就一切問題都能擺平，何況中共四中全會有大量成員是地方主政者，他們會把一些鮮活的問題和意見帶到全會上，是以全會後作出一些政策調整，是必然的。中國是政策治國，政策的鬆緊，政策的變與不變，都會是「機會」。
",2019-10-01,"udn"
"建政70週年閱兵 劉銳紹：鞏固習核心地位","/news/story/7331/4079188","中共今天在北京天安門廣場舉行建政70週年大閱兵，香港時事評論員劉銳紹認為，習近平講話僅提毛澤東、少講其他領導人，且多項閱兵安排突出黨對軍隊領導作用，目的是鞏固習核心。
官方香港電台引述劉銳紹指出，在中共總書記習近平的講話裡，未像十年前的安排一樣，逐一提及各個前領導人名字，今天只提及毛澤東一人。
此外，在「十一」國慶活動宣傳期間，習近平甚少提及帶領中國改革開放的領導人鄧小平，或是華國鋒、胡耀邦和趙紫陽等多位前總書記，更是隻字不提江澤民和胡錦濤，目的是要讓民眾感覺習近平是承襲毛澤東的真正領導人地位，甚至反映他想成為第二個毛澤東的想法。
劉銳紹指出，閱兵儀式的多項安排都刻意突出黨的地位，例如習近平檢閱部隊時經過的旗幟，依次是黨、國、軍旗，「以黨行先」；受閱部隊所喊也是「聽黨指揮」、且不斷重覆，這些安排都是要突出黨在軍隊的領導地位，也要顯示習近平作為黨核心的主導作用。
劉銳紹表示，以往閱兵都是用「首長」稱呼領導人，但習近平要求稱呼他為「主席」，是要重申習近平的核心地位。
他指出，閱兵儀式首次安排包括將軍等軍方高層參與，顯示解放軍各兵種都要直接向習近平負責，以突顯他作為軍委主席的個人地位。
更重要的是，習近平在講話中提到軍隊和武警的「性質不會改變」，也是要對外宣示黨是絕對指揮槍，不會存在軍隊國家化的可能性。",2019-10-01,"udn"
"中共大閱兵 東風41轟6N首度亮相","/news/story/7331/4078731","中共今天在北京舉行建政70週年閱兵式，號稱可鎖定全球戰略目標的東風41型洲際彈道飛彈今天首度亮相，成為全場焦點。同時，轟6系列改良型的轟6N長程轟炸機，也第一次亮相。
中共建政70週年閱兵式今天在北京天安門城樓前舉行，被認為是文革以來規模最大的閱兵式，參與官兵約1.5萬人，並有580套武器裝備組成32個方隊受閱；另有160餘架軍機組成12個空中梯隊受閱。
其中，32個裝備方隊又分為陸上作戰、海上作戰、防空反導（反飛彈）、信息作戰、無人作戰、後裝保障、戰略打擊等7個單元受閱。東風41等型飛彈被列為戰略單元，而東風41更被刻意安排在壓軸出場。
東風41是中國早在1984年即立案研發的洲際彈道核飛彈，重55噸，長19公尺，直徑2公尺，可攜帶10個彈頭。綜合目前已知資料，其最大射程可達1.5萬公里，號稱能「鎖定全球戰略目標」，更被視為中國抗衡美國核武頭號利器。
在戰略單元中，至少包括東風17、長劍100、東風41、巨浪2等飛彈是首次亮相。其中，東風17是常規飛彈，號稱擁有全天候、無依托、強突防等特點，可打擊中近程目標。
長劍100則是超音速飛彈，是長劍系列中的最新型，也被稱為「東風100」，今天彈身上顯示的代號即為DF-100」；巨浪2則是中國2017年新研發、可由潛艇發射的遠程彈道飛彈，也被中國內部視為對抗美國的戰略利器之一。
曾在2015年9月3日抗戰70週年閱兵式上亮相的東風5B、東風26、東風31等中長程彈道飛彈，今天仍然在閱兵中亮相，形成中國向全球展示遠程乃至於洲際打擊目標的「大棒子」。
轟6系列中國仿自蘇聯1950年代製造的TU-16轟炸機，但現今仍為中共空軍主力轟炸機，其中包括屬改良型且為人熟知的轟6K。轟6N則是系列中的遠程版，被視為「戰略轟炸機」，可接受空中加油。根據已知資訊，透過空中加油，其作戰半徑達1萬公里。",2019-10-01,"udn"
"中共建政70週年 陸委會奉勸對岸還政於民","/news/story/7331/4078729","中共總書記習近平今天再提「和平統一、一國兩制」。陸委會表示，中華民國屹立108年，台灣從來不是中華人民共和國的一部分；台灣已實踐民主體制，奉勸對岸及早還政於民。
中共今天上午在北京舉行建政70週年閱兵式，習近平在閱兵前講話時提到，「在前進征程上，我們要堅持『和平統一、一國兩制』的方針，保持香港、澳門長期繁榮穩定，推動海峽兩岸關係和平發展，團結全體中華兒女，繼續為實現祖國完全統一而奮鬥」。
對此，陸委會發布新聞稿表示，中華民國作為主權國家迄今108年，並在台灣實踐民主體制、繁榮發展。中共當局必須認識國際現實，台灣從來不是其共和國成立以來任何時刻的一部分，「一國兩制」不是兩岸關係的處理方案、更不適用台灣，台灣絕不會接受。
陸委會重申，中國共產黨堅持一黨專政70年，治理理念違反民主、自由與人權價值，造成中國大陸發展風險與挑戰；其高呼團結鬥爭、偉大復興與統一，只是軍事擴張的藉口，嚴重威脅區域和平及世界民主文明。
陸委會指出，台灣民主化已超過30多年，奉勸對岸在此時機反躬自省，及早推動民主政治改革、還政於民。中國大陸的生存發展命脈「非繫於一人一黨，切勿再走回當年錯誤決策的歷史悲劇，才能真正為人民謀幸福」。
陸委會正告北京當局，政府堅定捍衛中華民國主權與台灣民主的決心絕不動搖，欺凌威逼台灣接受其主張將永不可能實現。",2019-10-01,"udn"
"中國式愛國主義 有人投入有人反思","/news/story/7332/4078679","中共建政70週年，中國官方大陣仗舉行國慶，處處播放愛國歌曲「我和我的祖國」。但是現實生活裡，並非人人都融入這樣的氣氛中，也有人反思，愛國是否只能有官方定義的方式。
中國官媒央視連播了好幾天各地的慶祝國慶高樓光影秀，受訪者無不為國家「強大」而表示感動、自豪。今天登場的閱兵，規模為史上之最，目的也在展現國家實力。
但與此同時，知名的自由派公共知識分子如北京大學法學教授賀衛方、張千帆，他們在社群媒體微信上的帳號於9月底都被封號，而他們只是眾多在十一國慶前夕被「輿論維穩」中的兩個人。更別提其他方面，因應國慶，在快遞、出入等都更加嚴格控管。
中國的強大，和它對普通平民祭出的維穩力量之間，顯得不相稱。而在許多歡慶國慶的聲音之外，也確實有些人對「愛國」有所反思。
剛從大學畢業一年的李姓民眾說，她不太會為了國慶而激動，「政治對我來說，就是考試，就是讓我了解這個國家說話的方式」。她大學修過傳播學，認為標語都帶有表演性質。
撇開意識形態的宣傳，她又是如何看待愛國？李姓民眾說，或許因為工作和文史相關，她認為愛國是愛傳統文化，此外，還要重視歷史、要知道身邊發生什麼事；但身處在新聞管制的國家，很多事必須上網翻牆才能知道，「所以我覺得，我沒有條件愛國」。
38歲的楊姓民眾曾經是在官方教育下非常愛國的孩子，中學時是搶著第一批進入共青團的學生。高三時他讀到蘇聯作家索忍尼辛的「古拉格群島」，這本書讓他開始反思：「中國是不是古拉格群島（蘇聯時期的勞動集中營）？」隨著接觸到愈來愈多的書籍資料，如今，他對所有的愛國主義都保持警惕。
他認為，中國式愛國主義教育的特色是：把政權和國家混淆，「對國家樸素的感情，不知不覺變成對政權的擁護」；此外，官方也非常擅長運用新技術和新媒體，並用貼近年輕人的方式作政治宣傳。
今年「十一」前夕，社群媒體微信裡出現帶有國旗和慶祝字樣的頭像製作程式；人民日報還推出了「愛國style」軟體，社群媒體用戶可以選擇搭配各種民族服裝，臉上一律帶有中國的五星國旗。一時間，不少民眾趨之若鶩，紛紛換上照片，用最便利的方式就表明自己「愛國」。
中國大陸民眾常稱呼自己的國家為「祖國」，有時還要加上「母親」兩字。有受訪者分析，母親的稱呼強調的是「她養了你」，就算媽錯打孩子，孩子也要體諒母親，「這不是現代國家公民納稅養公僕的概念」。
對於外國人來說，外界對於中國人愛國主義的警惕，還在於它確實影響了其他國家的人。那些在海外撕毀港人連儂牆、阻擋維吾爾族和藏族人在國外大學發表演說的中國人，只因為對方意識型態可能與其不同，就破壞別人的表達自由。
楊姓民眾回顧自己的成長歷程，並觀察與他人的互動，認為許多人接受愛國主義教育時也會反感，但在官方封閉其他資源的情況下，如果這些人畢業後不再讀書，他們的思想資源就相當有限，久而久之，官方的灌輸也就內化成自己的思想。",2019-10-01,"udn"
"中共慶祝建政70週年 倡議團體籲關注人權危機","/news/story/7331/4079967","在中國今天慶祝共產黨建政70年之際，人權團體要求國際社會將焦點放在中國的人權紀錄，尤其是北京當局對待少數族群的方式。維吾爾人權計畫表示，這不是「慶祝的場合」。
法新社報導，中國國家主席習近平今天發表演說，承諾「沒有任何力量」能夠阻擋中國人民和中華民族的前進步伐。而後，大會舉行十一國慶大閱兵儀式。
但許多人權團體抓住機會，在這個關鍵的日子，要求外界關注中共獨裁政府侵犯人權的紀錄。
總部設在華府的維吾爾人權計畫（UHRP）發表聲明說，共產黨建政70週年不是「慶祝的場合」，而是「對中國政府剝奪基本人權一事，發出反對聲音」的機會。
人權團體表示，穆斯林占多數的維吾爾少數民族遭到嚴厲鎮壓，造成其中超過100萬人被送至新疆西北部地區的再教育營。
中國直到最近，都否認再教育營的存在，但如今宣稱再教育營是「職業技能教育培訓中心」，對控制恐怖主義來說非常必要。
維吾爾人權計畫負責人卡納特（Omer Kanat）說：「中國官員喜歡發表關於統一的聲明。他們透過暴力壓制反對聲浪來建立所謂的『統一』。」
另外，倡議團體自由西藏（Free Tibet）發布報告，指稱中國政府將亞青鄔金禪林（Yarchen Gar）幾乎一半的土地夷平，並強迫當地成千上萬名僧侶遷居。亞青鄔金禪林是全球最大的藏傳佛教修行聖地之一。",2019-10-01,"udn"
"香港黑暗的一天 港警開槍 18歲高中生中彈命危","/news/story/120538/4080243","
昨天是中共建政七十周年，北京舉行閱兵、聯歡晚會等慶祝活動；同一天，香港多處出現示威，爆發激烈警民衝突，警方在多處以真槍射擊。在荃灣的衝突中，港警近距離對著示威人士開槍，一名十八歲學生左胸中槍，有生命危險，堪稱血腥的一天。


十一這天，是香港黑暗的一天，全港多區陷入混亂，屯門、荃灣、黃大仙、深水<U+57D7>、灣仔等地都有抗議示威行動。各大商場陸續關閉，港鐵公司整條荃灣線、馬山線都停駛。


下午四時許，在荃灣大河道的衝突中，有示威者疑似中槍倒地，左邊胸部流血。醫院指出，該名男傷者左邊肺部中彈，子彈在心臟左邊三公分位置。子彈沒有傷及中槍者的肝、心臟、脊骨，子彈在背部，要接受手術取出子彈，傷者多處肋骨斷裂，由於肺部出血，需使用人工心肺。
十一當天香港再爆警民衝突，一名未成年的高中男學生在荃灣衝突前線，遭香港警察近距離以左輪手槍射擊，實彈命中左肺上沿。 圖／取自香港大學學生會校園電視臉書影片截圖分享  facebook   
據稱，中槍學生是荃灣公立何傳耀紀念中學中五的曾姓學生，今年十八歲。
從香港城市大學編委會與香港大學學生會校園電視在臉書發布的現場影片顯示，地點是荃灣的小巷道，十多名黑衣勇武派示威者與多名防暴警察發生衝突，勇武派手持雨傘、竹棍、鐵棍等攻擊警察。
防暴警察則拿出手槍指向示威者，一名黑衣示威者試圖打掉手槍，警察被打中手部後開槍，傷者倒在地上後大叫心口好痛，有示威者上前搶救，也被警察按倒，之後才有消防員上前搶救。


香港警方昨晚七時左右發布新聞稿稱，目前港九新界多區出現暴動行為，暴徒在各區放火及大肆破壞，已有多人受傷。香港警方緊急呼籲所有市民留在安全地方，切勿外出，並留意最新狀況。
此外，早在荃灣開槍事件之前，在九龍油麻地，亦有警員疑似開兩槍示警。事發在下午三時半左右，在油麻地有警員被示威者襲擊，警員落車驅趕示威者時，一名警員失足跌倒，被示威者毆打，滿面是血，之後有警員疑似開兩槍示警。
",2019-10-02,"udn"
